X,Dam_Name,Continent,Lat,Long,Source,,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
12908,Pilavukkal Kovilar Dam,Asia,9.66247,77.54896,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40551dams with location,catchment,and attribute information",7,NA,29.8345,513,547,52,25.7,10.2
12909,Vazhikkadavu Dam,Asia,9.683219,76.897964,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40552dams with location,catchment,and attribute information",7,NA,0.846388,348,472,710,19.5,1081.3
12910,Shanmuganadhi Dam,Asia,9.73039,77.35373,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40553dams with location,catchment,and attribute information",7,NA,24.5433,662,336,101,23,92
12911,Kulamavu (Eb) Dam,Asia,9.801008,76.88544,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40554dams with location,catchment,and attribute information",7,NA,0.211522,423,535,1725,20,1045.8
12912,Erattayar (Eb) Dam,Asia,9.810283,77.105926,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40555dams with location,catchment,and attribute information",6,NA,69.5919,917,436,59,19.6,662.3
12913,Kallar Dam,Asia,9.825376,77.156063,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40556dams with location,catchment,and attribute information",6,NA,168.392,917,436,164,19,650.3
12914,Narakakanam Diversion Dam,Asia,9.837689,76.993457,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40557dams with location,catchment,and attribute information",5,NA,1179.85,900,465,0,19,870.6
12915,Idukki (Eb)/Idukki Arch Dam,Asia,9.841173,76.979191,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40558dams with location,catchment,and attribute information",5,NA,1181.96,900,465,0,20.1,817
12916,Cheruthoni (Eb) Dam,Asia,9.844107,76.966688,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40559dams with location,catchment,and attribute information",5,NA,1295.77,717,486,659,20.1,817
12917,Malankara (Id)/Muttam/Thodupuzha Dam,Asia,9.850242,76.743825,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40560dams with location,catchment,and attribute information",5,NA,174.505,100,255,20,24.1,1261.6
12918,Ponmudi (Eb) Dam,Asia,9.958954,77.056598,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40561dams with location,catchment,and attribute information",6,NA,268.283,994,422,185,19.7,754.3
12919,Lower Periyar (Eb)(Pambla) Dam,Asia,9.960588,76.956732,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40562dams with location,catchment,and attribute information",5,NA,2549.99,457,648,86,20.6,870.9
12920,Kallarkutty (Eb) Dam,Asia,9.978481,77.001463,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40563dams with location,catchment,and attribute information",5,NA,680.846,832,553,372,20.5,766.1
12922,Adavinainarkovil Dam,Asia,9.07742,77.31117,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40564dams with location,catchment,and attribute information",7,NA,17.169,492,399,67,25.4,12
12923,Karuppanadhi Dam,Asia,9.13442,77.30346,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40565dams with location,catchment,and attribute information",7,NA,34.9665,492,399,136,22.8,92.7
12924,Upper Moozhiyar Dam,Asia,9.291522,77.125763,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40566dams with location,catchment,and attribute information",7,NA,30.7211,1214,457,90,18.5,498.6
12925,Veluthoda Forebay (Kakkad) Dam,Asia,9.301542,77.039459,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40567dams with location,catchment,and attribute information",7,NA,8.05006,487,515,274,22.4,441.3
12926,Upper Moozhiyar Spillway Dam,Asia,9.305577,77.064978,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40568dams with location,catchment,and attribute information",7,NA,36.8598,487,515,121,21.8,389.7
12927,Kakki (Eb) Dam,Asia,9.341348,77.150497,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40569dams with location,catchment,and attribute information",7,NA,41.0928,937,553,4,18.7,463
12928,Anathode Flanking (Eb) Dam,Asia,9.341525,77.150188,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40570dams with location,catchment,and attribute information",7,NA,41.0928,937,553,4,18.7,463
12929,Vembakottai Dam,Asia,9.33309,77.75001,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40571dams with location,catchment,and attribute information",6,NA,1771.56,90,46,11,28.5,9.1
12930,Irukkangudi Dam,Asia,9.33493,77.98128,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40572dams with location,catchment,and attribute information",5,NA,3878.35,62,38,12,28,10.1
12932,Pamba (Eb) Dam,Asia,9.389069,77.158918,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40573dams with location,catchment,and attribute information",6,NA,74.5479,1041,487,535,19,470.7
12933,Golwarpatti Dam,Asia,9.40105,77.97133,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40574dams with location,catchment,and attribute information",6,NA,1581.71,64,26,7,28,11
12934,Meenar I (Sabarigiri Aug.) (Eb) Dam,Asia,9.4248,77.1747,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40575dams with location,catchment,and attribute information",7,NA,5.92913,1041,487,1155,18.9,478.5
12935,Cavaiar Dam,Asia,9.4412,77.16,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40576dams with location,catchment,and attribute information",7,NA,8.46973,1008,422,256,18.9,478.5
12936,Kullar (Sabarigiri Aug.) (Eb) Dam,Asia,9.4507,77.165,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40577dams with location,catchment,and attribute information",7,NA,7.8345,1008,422,256,18.9,478.5
12937,Kodumudiyar Dam,Asia,8.43548,77.55871,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40578dams with location,catchment,and attribute information",7,NA,83.6616,378,383,24,27,92.6
12938,Chittar II Dam,Asia,8.43225,77.25305,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40579dams with location,catchment,and attribute information",7,NA,28.6641,140,339,32,24.3,99.5
12939,Chittar I Dam,Asia,8.43254,77.28421,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40580dams with location,catchment,and attribute information",7,NA,23.9915,140,339,88,24.3,99.5
12940,Pechiparai Dam,Asia,8.448,77.307,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40581dams with location,catchment,and attribute information",7,NA,174.937,692,579,53,24.4,86.2
12942,Puthen Dam,Asia,8.5004,77.3033,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40582dams with location,catchment,and attribute information",6,NA,77.697,692,579,120,22,261.4
12943,Upper Kodayar Diversion dam,Asia,8.524724,77.354458,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40583dams with location,catchment,and attribute information",7,NA,26.3249,692,579,609,18.5,722
12944,Lower Kodayar Dam,Asia,8.529953,77.311808,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40584dams with location,catchment,and attribute information",7,NA,54.7697,692,579,795,22,261.4
12945,Neyyar (Id) Dam,Asia,8.532243,77.144085,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40585dams with location,catchment,and attribute information",6,NA,148.167,389,483,39,24.6,181.4
12946,Kuttiyar Dam,Asia,8.524,77.338,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40586dams with location,catchment,and attribute information",7,NA,30.9951,692,579,609,18.5,722
12947,Vadakku Paichaiyar Dam,Asia,8.54218,77.5235,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40587dams with location,catchment,and attribute information",7,NA,33.9625,426,363,89,25.7,115.1
12948,Aruvikkara Dam,Asia,8.568931,77.019385,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40588dams with location,catchment,and attribute information",6,NA,261.9,104,188,23,25.2,235.8
12951,Peppara (Kwa) Dam,Asia,8.620471,77.136106,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40589dams with location,catchment,and attribute information",6,NA,84.8875,409,417,62,24.1,201.6
12952,Manimuthar Dam,Asia,8.65099,77.41191,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40590dams with location,catchment,and attribute information",6,NA,161.952,778,577,53,24.4,84.8
12954,Servalar Dam,Asia,8.68746,77.30319,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40591dams with location,catchment,and attribute information",6,NA,98.8711,940,608,156,23.3,101.5
12955,Papanasam Dam,Asia,8.695,77.356,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40592dams with location,catchment,and attribute information",7,NA,7.00202,271,368,0,24.5,75.2
12957,Gatana Dam,Asia,8.79649,77.30929,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40593dams with location,catchment,and attribute information",7,NA,50.2749,505,406,1584,23.9,62
12959,Ramanadhi Dam,Asia,8.846,77.31747,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40594dams with location,catchment,and attribute information",7,NA,17.8163,275,249,245,23.6,87.1
12961,Gundar Dam,Asia,8.94323,77.21238,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40595dams with location,catchment,and attribute information",7,NA,10.1786,357,373,51,22.9,147.8
12962,Kallada (Parappar) (Id) Dam,Asia,8.951942,77.068987,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40596dams with location,catchment,and attribute information",6,NA,438.839,305,451,0,24,305.8
12969,Kala Wewa,Asia,8.020277778,80.53527778,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40597dams with location,catchment,and attribute information",7,NA,38.8965,126,44,20,24.4,195.5
12977,Poigaiyar Dam,Asia,8.26568,77.50711,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40598dams with location,catchment,and attribute information",7,NA,7.22237,114,383,69,24.7,181.1
12984,Perunchani Dam,Asia,8.36152,77.35607,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40599dams with location,catchment,and attribute information",6,NA,166.692,167,470,24,24.2,120.1
12985,Nambiar Dam,Asia,8.3709,77.73749,India-WRIS Wiki,,unrecord,"Global Dam Tracker:A database of more than 40600dams with location,catchment,and attribute information",7,NA,341.643,41,37,21,28.3,17.5
12993,Moragahakanda,Asia,7.7,80.76666667,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40601dams with location,catchment,and attribute information",5,NA,773.052,186,281,18,24.3,266.8
13001,Rentembe,Asia,7.199444444,80.94916667,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40602dams with location,catchment,and attribute information",5,NA,3113.84,261,433,81,22,360.8
13017,Maskeliya,Asia,6.823611111,80.5325,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40603dams with location,catchment,and attribute information",7,NA,13.854,1261,517,246,16,510.9
13048,Woh (Sultan Idris II),Asia,4.348,101.341,"Global Energy Observatory, Google Earth",,unrecord,"Global Dam Tracker:A database of more than 40604dams with location,catchment,and attribute information",6,NA,132.487,893,518,461,20,416.3
13052,Gopeng,Asia,4.4625,101.1658333,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40605dams with location,catchment,and attribute information",7,NA,15.4079,53,58,188,24.3,309.8
13060,Perting,Asia,3.503888889,101.8930556,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40606dams with location,catchment,and attribute information",6,NA,115.056,808,454,42,23.5,330.9
13063,Old Repas,Asia,3.556447,101.877512,"AQUASTAT, http://jps.vox10.com/index.php/pages/view/1239",,unrecord,"Global Dam Tracker:A database of more than 40607dams with location,catchment,and attribute information",6,NA,26.1375,426,394,62,21.5,330
13084,Gunung Pulai,Asia,1.568571,103.567494,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40608dams with location,catchment,and attribute information",7,NA,6.22269,46,74,420,23.7,192.2
13099,Cascenan,Asia,15.8462,121.1998,Global Energy Observatory,,unrecord,"Global Dam Tracker:A database of more than 40609dams with location,catchment,and attribute information",7,NA,2.89106,390,264,11,23.4,366.8
13103,Kalayaan,Asia,14.3168,121.4739,Global Energy Observatory,,unrecord,"Global Dam Tracker:A database of more than 40610dams with location,catchment,and attribute information",7,NA,1.87195,80,182,0,24.2,330.2
13105,Agus I,Asia,8.0046,124.28683,National Power Corporation (Philippines),,unrecord,"Global Dam Tracker:A database of more than 40611dams with location,catchment,and attribute information",5,NA,1651.87,590,250,117,22.6,514.5
13106,Lake Lanao,Asia,8.002608,124.290746,National Power Corporation (Philippines),,unrecord,"Global Dam Tracker:A database of more than 40612dams with location,catchment,and attribute information",5,NA,1651.87,590,250,117,22.6,514.5
13107,Agus II,Asia,8.052777778,124.2708333,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40613dams with location,catchment,and attribute information",5,NA,1686.73,590,250,347,23.2,530.1
13108,Agus IV,Asia,8.133611111,124.1983333,"AQUASTAT, National Power Corporation (Philippines)",,unrecord,"Global Dam Tracker:A database of more than 40614dams with location,catchment,and attribute information",5,NA,1868.24,590,250,290,22.7,608.5
13109,Agus V,Asia,8.169722222,124.1952778,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40615dams with location,catchment,and attribute information",5,NA,1874.82,590,250,290,22.7,608.5
13110,Agus VI,Asia,8.179452,124.197041,National Power Corporation (Philippines),,unrecord,"Global Dam Tracker:A database of more than 40616dams with location,catchment,and attribute information",7,NA,13.5992,153,212,425,23.5,781.2
13111,Agus VII,Asia,8.1937,124.1915,Global Energy Observatory,,unrecord,"Global Dam Tracker:A database of more than 40617dams with location,catchment,and attribute information",7,NA,18.061,153,212,425,23.4,745.5
13114,Wadah Paya Seunara,Asia,5.844331,95.318708,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40618dams with location,catchment,and attribute information",7,NA,5.55219,119,456,455,26.2,409
13119,Rajui,Asia,5.407441,95.813624,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40619dams with location,catchment,and attribute information",7,NA,44.8769,187,299,211,25.7,315.7
13120,Lambadeuk,Asia,5.541359,95.234506,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40620dams with location,catchment,and attribute information",7,NA,6.6234,216,462,36,26.5,264.4
13123,Tenom Pangi,Asia,5.156582,115.867006,"AQUASTAT, Mapping Your Way (Danesh Chacko)",,unrecord,"Global Dam Tracker:A database of more than 40621dams with location,catchment,and attribute information",4,NA,8214.27,500,502,13,23.6,328.7
13124,Rukoh,Asia,5.189576,95.930464,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40622dams with location,catchment,and attribute information",6,NA,183.661,92,152,50,25.2,375.2
13125,Ulu Tutong,Asia,4.407539,114.807778,Sinohydro,,unrecord,"Global Dam Tracker:A database of more than 40623dams with location,catchment,and attribute information",6,NA,97.1713,177,164,56,24.9,565.5
13142,Musi,Asia,-3.565521,102.505418,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40624dams with location,catchment,and attribute information",5,NA,589.894,851,145,12,19.8,309.6
13150,Lake Hargy,Oceania,-5.3392,151.1341,http://www.pngpower.com.pg/pdfs/PNG-Power-Info-Booklet-2016.pdf,,unrecord,"Global Dam Tracker:A database of more than 40625dams with location,catchment,and attribute information",7,NA,60.4834,355,259,99,22,560.2
13151,Ok Menga,Oceania,-5.2448,141.1364,http://www.oktedi.com/our-operations,,unrecord,"Global Dam Tracker:A database of more than 40626dams with location,catchment,and attribute information",6,NA,23.3003,1195,443,135,17.8,697.5
13153,Situ Kemang,Asia,-6.494224,106.741794,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40627dams with location,catchment,and attribute information",6,NA,24.3123,70,9,35,23.6,308.7
13156,Ramu,Oceania,-6.2505,145.9805,http://www.pngpower.com.pg/pdfs/PNG-Power-Info-Booklet-2016.pdf,,unrecord,"Global Dam Tracker:A database of more than 40628dams with location,catchment,and attribute information",5,NA,849.771,1283,426,207,16.9,211.7
13157,Yonki Toe of Dam,Oceania,-6.2482,145.9744,https://www.n-koei.co.jp/english/international_operations/e-asia/png.html,,unrecord,"Global Dam Tracker:A database of more than 40629dams with location,catchment,and attribute information",5,NA,852.118,1283,426,207,17.1,210.1
13158,Pauanda,Oceania,-6.0161,144.0579,http://www.pngpower.com.pg/pdfs/PNG-Power-Info-Booklet-2016.pdf,,unrecord,"Global Dam Tracker:A database of more than 40630dams with location,catchment,and attribute information",5,NA,575.635,2378,189,74,12.5,379.7
13170,Jatigede,Asia,-6.856389,108.094722,Google Earth,,unrecord,"Global Dam Tracker:A database of more than 40631dams with location,catchment,and attribute information",5,NA,1480.35,319,251,169,22.4,326.6
13194,Situ Gede,Asia,-7.337222222,108.1855556,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40632dams with location,catchment,and attribute information",7,NA,2.98056,416,185,115,22.3,704.3
13199,Wonosari,Asia,-7.202391,112.485314,Google Earth,,unrecord,"Global Dam Tracker:A database of more than 40633dams with location,catchment,and attribute information",7,NA,1.06479,7,9,18,24.1,242.8
13204,Caling,Asia,-7.203527,112.244886,Google Earth,,unrecord,"Global Dam Tracker:A database of more than 40634dams with location,catchment,and attribute information",7,NA,4.04625,48,76,29,23.5,227.2
13210,Butak,Asia,-7.175717,111.118261,Google Earth,,unrecord,"Global Dam Tracker:A database of more than 40635dams with location,catchment,and attribute information",6,NA,71.127,107,93,27,22.5,263.9
13250,Woro,Asia,-8.599005,118.540024,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40636dams with location,catchment,and attribute information",7,NA,23.77,409,532,0,21.4,177
13251,Tonda,Asia,-8.582482,118.356274,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40637dams with location,catchment,and attribute information",7,NA,16.7674,280,393,164,22.6,109.6
13252,Sutami,Asia,-8.571944,121.248056,Geonames,,unrecord,"Global Dam Tracker:A database of more than 40638dams with location,catchment,and attribute information",5,NA,1111.05,148,256,28,22.8,94.5
13253,Kesi,Asia,-8.522852,118.192678,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40639dams with location,catchment,and attribute information",7,NA,9.34114,363,249,184,23.1,77.3
13254,Saneo,Asia,-8.453646,118.432597,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40640dams with location,catchment,and attribute information",7,NA,49.6898,280,393,400,21.2,145.7
13275,Pelaperado,Asia,-8.719166667,118.6108333,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40641dams with location,catchment,and attribute information",6,NA,100.994,413,551,121,21.5,217.4
13276,Jambu,Asia,-8.705972,118.057618,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40642dams with location,catchment,and attribute information",7,NA,0.848772,159,417,153,23.3,107.3
13281,Sumi,Asia,-8.643056,118.956944,AQUASTAT,,unrecord,"Global Dam Tracker:A database of more than 40643dams with location,catchment,and attribute information",6,NA,0.212222,310,622,73,22.2,262.6
13283,Sirinumu Dam,Oceania,-9.4791,147.4465,http://www.pngpower.com.pg/pdfs/PNG-Power-Info-Booklet-2016.pdf,,unrecord,"Global Dam Tracker:A database of more than 40644dams with location,catchment,and attribute information",6,NA,122.579,641,178,0,20.3,215.6
13475,Piripaua,Oceania,-39.0333,177.3667,https://www.genesisenergy.co.nz/generation-assets,,unrecord,"Global Dam Tracker:A database of more than 40645dams with location,catchment,and attribute information",6,NA,53.5277,74,289,11,14.4,258.4
13480,Tuai,Oceania,-38.8068,177.1508,https://www.genesisenergy.co.nz/generation-assets,,unrecord,"Global Dam Tracker:A database of more than 40646dams with location,catchment,and attribute information",7,NA,19.0744,713,413,128,12.6,223.8
13482,Aratiatia,Oceania,-38.6158,176.1425,https://www.mercury.co.nz/About/Renewable-Energy/Hydro-Generation.aspx,,unrecord,"Global Dam Tracker:A database of more than 40647dams with location,catchment,and attribute information",4,NA,3586.6,455,498,37,13.6,231.4
13521,Highbank,Oceania,-43.6333,171.65,https://www.trustpower.co.nz/our-assets-and-capability/power-generation/tararua,,unrecord,"Global Dam Tracker:A database of more than 40648dams with location,catchment,and attribute information",6,NA,49.6181,422,176,78,11.9,211.5
13522,Coleridge,Oceania,-43.364,171.5269,https://www.trustpower.co.nz/our-assets-and-capability/power-generation/tararua,,unrecord,"Global Dam Tracker:A database of more than 40649dams with location,catchment,and attribute information",7,NA,8.89694,784,444,37,12.6,216
13523,Ohau A,Oceania,-44.3416,170.1813,https://www.meridianenergy.co.nz/about-us/our-power-stations,,unrecord,"Global Dam Tracker:A database of more than 40650dams with location,catchment,and attribute information",7,NA,6.2927,599,380,153,13.2,228.3
13533,Paerau and Patearoa,Oceania,-45.4167,169.95,https://www.trustpower.co.nz/our-assets-and-capability/power-generation/tararua,,unrecord,"Global Dam Tracker:A database of more than 40651dams with location,catchment,and attribute information",6,NA,627.205,814,344,112,10.2,171.3
13542,Waipori,Oceania,-45.8816,169.9774,https://www.trustpower.co.nz/our-assets-and-capability/power-generation/tararua,,unrecord,"Global Dam Tracker:A database of more than 40652dams with location,catchment,and attribute information",6,NA,319.86,319,403,480,9.5,100.9
13548,Luostejok,Europe,69.8295,25.1672,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40653dams with location,catchment,and attribute information",6,NA,468.254,284,169,236,9.2,184
13549,Gandvik,Europe,70.0147,29.1153,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40654dams with location,catchment,and attribute information",7,NA,7.78234,196,270,21,10.6,74.4
13551,Lavkajohka,Europe,69.2343,20.5261,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40655dams with location,catchment,and attribute information",6,NA,52.3472,741,376,302,7.2,275
13552,Skibotn,Europe,69.3153,20.3582,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40656dams with location,catchment,and attribute information",5,NA,662.133,593,462,222,10.2,162.1
13554,Lysbotn,Europe,69.3871,17.7976,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40657dams with location,catchment,and attribute information",7,NA,15.4772,254,444,345,9.9,396.7
13555,Ellenelva,Europe,69.3807,19.6447,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40658dams with location,catchment,and attribute information",7,NA,20.8625,512,543,374,9.8,212.6
13556,Bergsbotn,Europe,69.4332,17.4829,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40659dams with location,catchment,and attribute information",7,NA,21.6523,296,598,2498,8.5,479.2
13557,Lassajavrre,Europe,69.6606,22.22,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40660dams with location,catchment,and attribute information",7,NA,5.82179,596,235,201,6.4,260.1
13558,Kildalen,Europe,69.666,21.1067,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40661dams with location,catchment,and attribute information",6,NA,155.723,673,369,234,8.3,206.5
13559,Kvanangen,Europe,69.7142,22.1694,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40662dams with location,catchment,and attribute information",6,NA,488.858,596,235,202,9.4,137.8
13561,Melkefoss,Europe,69.3993,29.7872,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40663dams with location,catchment,and attribute information",4,NA,16458.9,75,171,24,12.5,132.7
13563,Alta krv,Europe,69.7049,23.8185,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40664dams with location,catchment,and attribute information",5,NA,7652.72,425,183,280,9,239.9
13565,Straumsmo,Europe,68.7408,18.643,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40665dams with location,catchment,and attribute information",6,NA,93.222,688,410,908,8.2,322
13566,Dividalen,Europe,68.8741,19.5607,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40666dams with location,catchment,and attribute information",5,NA,1120.83,562,368,177,8.9,96.5
13567,Bardufoss,Europe,69.0437,18.5897,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40667dams with location,catchment,and attribute information",7,NA,12.5425,370,287,292,10.4,195
13571,Norddalen,Europe,68.1743,17.9191,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40668dams with location,catchment,and attribute information",7,NA,4.85966,1048,354,93,6,350.2
13572,Skjomen,Europe,68.2038,17.3607,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40669dams with location,catchment,and attribute information",7,NA,22.5005,585,426,1127,8.3,274.8
13573,Leirfossene,Europe,68.2394,14.5326,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40670dams with location,catchment,and attribute information",7,NA,11.9987,219,499,192,9.9,261.5
13574,Leirfossene,Europe,68.2394,14.5326,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40671dams with location,catchment,and attribute information",7,NA,11.9987,219,499,5,9.9,261.5
13575,Forsa,Europe,68.2762,16.6251,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40672dams with location,catchment,and attribute information",6,NA,142.2,329,383,152,9,370.1
13576,Kvitfossen,Europe,68.3268,14.6523,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40673dams with location,catchment,and attribute information",7,NA,7.13087,219,499,17,9.9,273.6
13577,Sildvik,Europe,68.4087,17.8011,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40674dams with location,catchment,and attribute information",7,NA,17.4926,545,474,1118,7.2,482.2
13579,Djupfjord 1,Europe,68.6026,15.4734,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40675dams with location,catchment,and attribute information",7,NA,29.9524,235,551,513,8.4,339.5
13580,Innset,Europe,68.6576,18.82,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40676dams with location,catchment,and attribute information",7,NA,28.958,864,352,477,7.1,338.8
13581,Dittielva,Europe,68.6564,18.7843,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40677dams with location,catchment,and attribute information",6,NA,116.294,864,352,86,7.5,330.3
13584,Ritsem,Europe,67.732,17.49,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40678dams with location,catchment,and attribute information",7,NA,14.3873,559,133,499,7.1,309.5
13585,Forsanvatn,Europe,67.9507,15.654,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40679dams with location,catchment,and attribute information",6,NA,30.3396,212,503,1186,8.4,328.7
13586,Sorfjord2,Europe,68.0645,16.6638,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 40680dams with location,catchment,and attribute information",6,NA,35.1248,557,426,1677,7.7,628.6
