X,Dam_Name,Continent,Lat,Long,Source,,Flag,Article_source,ORD_FLOW,storage,up_area_sk,dem,underground,sgr_dk_rav,row_max_tmin,row_max_q
75,Santa QuitŽria,Europe,32.6616,-16.9503,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 35000dams with location,catchment,and attribute information",8,NA,29.9822,637,500,845,19.3,23.2
76,Socorridos,Europe,32.6632,-16.9601,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 35001dams with location,catchment,and attribute information",8,NA,29.6208,637,500,845,19.3,23.2
77,Inverno da Calheta,Europe,32.7215,-17.1789,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 35002dams with location,catchment,and attribute information",8,NA,11.0125,637,500,1619,18.3,65.3
79,Calheta,Europe,32.7289,-17.1751,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 35003dams with location,catchment,and attribute information",8,NA,10.8319,637,500,1619,18.3,65.3
81,Serra de çgua,Europe,32.7435,-17.019,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 35004dams with location,catchment,and attribute information",7,NA,10.1104,637,500,438,16.2,34
82,Faj�?da Nogueira,Europe,32.7432,-16.9069,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 35005dams with location,catchment,and attribute information",8,NA,18.9589,678,720,979,14.4,36.6
84,Ribeira da Janela,Europe,32.8555,-17.1546,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 35006dams with location,catchment,and attribute information",7,NA,47.8171,678,720,615,18,57
104,Damietta Barrage Hpp,Africa,31.413273,31.830957,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35007dams with location,catchment,and attribute information",10,NA,2140.92,2,30,2,25,1.2
113,Mohammad Ali,Africa,30.2,31.133333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35008dams with location,catchment,and attribute information",9,NA,40.6228,15,33,2,22.8,0.6
116,LA BARCA 1,Europe,28.3504,-14.1076,http://datasets.wri.org/dataset/globalpowerplantdatabase,,unrecord,"Global Dam Tracker:A database of more than 35009dams with location,catchment,and attribute information",8,NA,21.5359,242,882,200,20.6,1.8
117,Assiut barrage,Africa,27.20277778,31.19166667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35010dams with location,catchment,and attribute information",3,NA,2874630,58,88,6,24.2,0.2
118,Naga Hamadi,Africa,26.13611111,32.16944444,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35011dams with location,catchment,and attribute information",10,NA,2844960,192,601,189,24,0
119,Nag-Hamady barrage,Africa,26.13611111,32.16944444,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35012dams with location,catchment,and attribute information",10,NA,2844960,192,601,189,24,0
120,New Esna,Africa,25.3175,32.55722222,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35013dams with location,catchment,and attribute information",3,NA,2813300,186,715,2,25.8,0
121,Esna barrage,Africa,25.3175,32.55722222,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35014dams with location,catchment,and attribute information",3,NA,2813300,186,715,2,25.8,0
122,El Saad-el Aali,Africa,23.95,32.866667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35015dams with location,catchment,and attribute information",3,NA,2764040,196,474,0,28,0
125,Dal I,Africa,21.3731,30.9287,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35016dams with location,catchment,and attribute information",10,NA,98.3191,244,608,42,28,0
126,Shirri,Africa,19.138628,32.550575,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35017dams with location,catchment,and attribute information",3,NA,2333300,321,281,2,28.3,0.2
127,Dagash,Africa,19.1638,32.4508,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35018dams with location,catchment,and attribute information",9,NA,3.04136,340,465,37,28.3,0.1
128,Kajbar,Africa,19.1667,30.4833,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35019dams with location,catchment,and attribute information",9,NA,11.3541,229,59,0,27.7,0.1
129,Shereiq,Africa,19.2263,33.4752,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35020dams with location,catchment,and attribute information",3,NA,2311330,340,225,0,28.7,0.4
130,Morgat,Africa,19.287,32.6887,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35021dams with location,catchment,and attribute information",9,NA,36.868,340,435,30,28.5,0.2
132,Tossaye,Africa,16.95,-0.5666667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35022dams with location,catchment,and attribute information",4,NA,416730,270,146,7,27.3,2
135,Sabaloka,Africa,16.3569,32.7074,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35023dams with location,catchment,and attribute information",3,NA,1985360,404,333,11,28.3,1.6
137,Labeanga,Africa,14.9883,0.7,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35024dams with location,catchment,and attribute information",4,NA,540087,252,207,1,26.8,5.9
143,Feloue,Africa,14.35,-11.35,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35025dams with location,catchment,and attribute information",7,NA,85.067,98,283,71,28.5,44.2
144,Felou,Africa,14.35,-11.35,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35026dams with location,catchment,and attribute information",7,NA,85.067,98,283,71,28.5,44.2
149,Gaoulgo,Africa,13.841,-11.055,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35027dams with location,catchment,and attribute information",6,NA,925.98,170,275,82,27.6,87.8
150,Gouina,Africa,14.0167,-11.1,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35028dams with location,catchment,and attribute information",4,NA,145279,151,494,32,27.6,96
151,Gouina,Africa,14.0167,-11.1,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35029dams with location,catchment,and attribute information",4,NA,145279,151,494,32,27.6,96
161,Yelitenda,Africa,13.5167,-15.5667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35030dams with location,catchment,and attribute information",4,NA,67855,20,75,0,23.4,104.3
177,Baoule 3,Africa,12.8919,-8.62114,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35031dams with location,catchment,and attribute information",5,NA,3358.14,363,189,13,25,82.6
202,Sambangalou,Africa,12.3664,-12.1901,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35032dams with location,catchment,and attribute information",5,NA,7181.86,282,415,14,26.7,220.2
203,Sambangalou,Africa,12.3664,-12.1901,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35033dams with location,catchment,and attribute information",5,NA,7181.86,282,415,14,26.7,220.2
204,Sambangalou,Africa,12.3664,-12.1901,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35034dams with location,catchment,and attribute information",5,NA,7181.86,282,415,14,26.7,220.2
210,Sotuba,Africa,12.63805556,-7.925277778,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35035dams with location,catchment,and attribute information",3,NA,115013,387,266,10,25.8,65.3
213,Dyondyonga,Africa,12.283916,2.532025,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35036dams with location,catchment,and attribute information",5,NA,9806.34,241,160,19,27.6,132.4
220,Gambou,Africa,12.57,2.62,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35037dams with location,catchment,and attribute information",4,NA,715794,213,330,0,27.8,117.4
223,Bouréa,Africa,11.716667,-10.75,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35038dams with location,catchment,and attribute information",4,NA,14783.9,492,327,5,24.5,222.1
224,Bouréa,Africa,11.716667,-10.75,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35039dams with location,catchment,and attribute information",4,NA,14783.9,492,327,5,24.5,222.1
244,Beles,Africa,11.68,37.21,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35040dams with location,catchment,and attribute information",6,NA,108.709,1855,93,19,17.6,230.8
247,Kenie,Africa,11.2461,-7.6357,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35041dams with location,catchment,and attribute information",4,NA,14257.2,356,120,4,25.1,193
248,Tiopo,Africa,11.276932,-13.843803,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35042dams with location,catchment,and attribute information",5,NA,3080.84,185,326,6,22.9,694.8
249,Tiopo,Africa,11.276932,-13.843803,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35043dams with location,catchment,and attribute information",5,NA,3080.84,185,326,6,22.9,694.8
250,Diaoya,Africa,11.5002,-11.1207,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35044dams with location,catchment,and attribute information",4,NA,12734.3,594,374,79,24,255.1
251,Diaoya,Africa,11.5002,-11.1207,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35045dams with location,catchment,and attribute information",4,NA,12734.3,594,374,79,24,255.1
252,Fello Sounga,Africa,11.55,-13.273,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35046dams with location,catchment,and attribute information",5,NA,2479.17,207,248,19,23.8,460.5
253,Fello Sounga,Africa,11.55,-13.273,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35047dams with location,catchment,and attribute information",5,NA,2479.17,207,248,19,23.8,460.5
265,Border,Africa,11.19959202,35.09878596,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35048dams with location,catchment,and attribute information",7,NA,37.2753,673,555,73,26.9,116.9
266,Tis Abay,Africa,11.4833,37.5833333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35049dams with location,catchment,and attribute information",4,NA,16158.4,1854,413,45,19.2,211
268,Pwalugu,Africa,10.605,-0.8589,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35050dams with location,catchment,and attribute information",8,NA,14.7685,167,220,58,26.4,240.7
273,Kanyanbia,Africa,10.82138889,-1.706111111,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35051dams with location,catchment,and attribute information",6,NA,1947.68,282,203,14,25.7,124
274,Sissili,Africa,10.84222222,-1.464166667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35052dams with location,catchment,and attribute information",5,NA,7140.83,281,228,21,25.9,168.6
278,Diebuugo,Africa,10.9542,-3.2495,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35053dams with location,catchment,and attribute information",8,NA,12.0122,285,189,28,25.8,144.6
280,Téné,Africa,11.069772,-11.645894,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35054dams with location,catchment,and attribute information",5,NA,3928.83,729,328,9,22.6,343.3
281,Téné,Africa,11.069772,-11.645894,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35055dams with location,catchment,and attribute information",5,NA,3928.83,729,328,9,22.6,343.3
282,Koukoutamba,Africa,11.083,-11.283,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35056dams with location,catchment,and attribute information",6,NA,124.313,726,320,35,22.6,329.7
283,Koukoutamba,Africa,11.083,-11.283,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35057dams with location,catchment,and attribute information",6,NA,124.313,726,320,35,22.6,329.7
290,Kulpawn,Africa,10.06388889,-1.620833333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35058dams with location,catchment,and attribute information",5,NA,8904.08,183,211,6,26.3,25
291,Donkea,Africa,10.15,-13.833,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35059dams with location,catchment,and attribute information",7,NA,2.32432,41,88,0,26.6,1438.9
292,Donkea,Africa,10.15,-13.833,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35060dams with location,catchment,and attribute information",7,NA,2.32432,41,88,0,26.6,1438.9
293,Morisanako,Africa,10.2191,-8.6875,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35061dams with location,catchment,and attribute information",4,NA,8324.97,404,126,10,22.4,235
294,Morisanako,Africa,10.2191,-8.6875,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35062dams with location,catchment,and attribute information",4,NA,8324.97,404,126,10,22.4,235
295,Souapiti II,Africa,10.4251,-13.2485,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35063dams with location,catchment,and attribute information",4,NA,10844.8,311,358,30,24.2,1241.6
296,Souapiti II,Africa,10.4251,-13.2485,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35064dams with location,catchment,and attribute information",4,NA,10844.8,311,358,30,24.2,1241.6
299,Kaléta I,Africa,10.4627,-13.2765,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35065dams with location,catchment,and attribute information",4,NA,11422.2,230,477,0,23.9,1286.8
300,Kaléta I,Africa,10.4627,-13.2765,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35066dams with location,catchment,and attribute information",4,NA,11422.2,230,477,0,23.9,1286.8
301,Kaléta II,Africa,10.4627,-13.2765,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35067dams with location,catchment,and attribute information",4,NA,11422.2,230,477,0,23.9,1286.8
302,Kaléta II,Africa,10.4627,-13.2765,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35068dams with location,catchment,and attribute information",4,NA,11422.2,230,477,0,23.9,1286.8
303,Kaleta,Africa,10.4627,-13.2765,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35069dams with location,catchment,and attribute information",4,NA,11422.2,230,477,0,23.9,1286.8
304,Fomi,Africa,10.5187,-9.71617,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35070dams with location,catchment,and attribute information",4,NA,12640.4,422,233,5,22.6,341.2
305,Fomi,Africa,10.5187,-9.71617,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35071dams with location,catchment,and attribute information",4,NA,12640.4,422,233,5,22.6,341.2
306,Garafir,Africa,10.529088,-12.662825,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35072dams with location,catchment,and attribute information",5,NA,2548.1,400,271,103,23.8,732.2
307,Garafir,Africa,10.529088,-12.662825,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35073dams with location,catchment,and attribute information",5,NA,2548.1,400,271,103,23.8,732.2
311,Toro,Africa,10.08333333,9.3,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35074dams with location,catchment,and attribute information",7,NA,10.7791,850,257,77,22.3,178.3
312,Nasia,Africa,10.09638889,0.6,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35075dams with location,catchment,and attribute information",7,NA,7.18548,175,103,42,25.8,242.8
320,Capanda II,Africa,10.54722222,0.94,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35076dams with location,catchment,and attribute information",7,NA,39.6771,184,101,23,25.9,233.4
321,Mandaya,Africa,10.0434054,35.55298445,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35077dams with location,catchment,and attribute information",3,NA,139440,786,601,7,22.9,275.5
323,Karadobi,Africa,10.29,37.03,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35078dams with location,catchment,and attribute information",4,NA,95512,1289,737,13,20.4,194.5
337,NoumbieL,Africa,9.7427,-2.7913,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35079dams with location,catchment,and attribute information",7,NA,17.1352,253,149,32,25.7,58.9
339,Kambatibo,Africa,9.83329,-11.778122,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35080dams with location,catchment,and attribute information",7,NA,21.9947,308,377,85,23.3,520.2
340,Kuse II,Africa,9.88792,-11.903575,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35081dams with location,catchment,and attribute information",4,NA,3390.95,242,345,11,23.9,485.8
343,Grandes Chutes,Africa,9.925541,-13.099731,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35082dams with location,catchment,and attribute information",5,NA,827.07,336,306,38,25.8,1057.7
344,Grandes Chutes,Africa,9.925541,-13.099731,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35083dams with location,catchment,and attribute information",5,NA,827.07,336,306,38,25.8,1057.7
347,Kassa,Africa,9.979911,-11.960483,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35084dams with location,catchment,and attribute information",7,NA,10.148,343,395,287,23,424.9
348,Kassa,Africa,9.979911,-11.960483,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35085dams with location,catchment,and attribute information",7,NA,10.148,343,395,287,23,424.9
351,Tihalea,Africa,9.612,0.966,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35086dams with location,catchment,and attribute information",7,NA,16.2984,246,140,91,24.8,263.7
355,Zungeru,Africa,9.8128,6.1558,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35087dams with location,catchment,and attribute information",6,NA,232.714,222,146,51,24.7,16.4
362,Neshe,Africa,9.63,37.12,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35088dams with location,catchment,and attribute information",7,NA,20.3165,2425,443,299,11.7,297.5
363,Aleltu East and West,Africa,9.78,38.83,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35089dams with location,catchment,and attribute information",5,NA,2863.28,2149,612,82,16.2,122.9
364,Chemoga and Yeda,Africa,9.863,37.672,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35090dams with location,catchment,and attribute information",4,NA,75045.5,1249,595,42,20.3,120.4
365,Bumbuna Ph I,Africa,9.053886,-11.73547,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35091dams with location,catchment,and attribute information",4,NA,3962.11,276,296,205,22.1,659.5
366,Bumbuna Ph II-III,Africa,9.053886,-11.73547,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35092dams with location,catchment,and attribute information",4,NA,3962.11,276,296,205,22.1,659.5
374,Amaria I,Africa,9.4675,-10.337566,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35093dams with location,catchment,and attribute information",7,NA,7.83403,536,108,38,19.3,395.9
375,Amaria I,Africa,9.4675,-10.337566,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35094dams with location,catchment,and attribute information",7,NA,7.83403,536,108,38,19.3,395.9
376,Amaria II,Africa,9.4675,-10.337566,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35095dams with location,catchment,and attribute information",7,NA,7.83403,536,108,38,19.3,395.9
377,Amaria II,Africa,9.4675,-10.337566,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35096dams with location,catchment,and attribute information",7,NA,7.83403,536,108,38,19.3,395.9
381,Bosso,Africa,9.116666667,6.133333333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35097dams with location,catchment,and attribute information",7,NA,33.0608,102,123,31,25.6,12.2
389,Benkongor I-III,Africa,8.551646,-11.264041,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35098dams with location,catchment,and attribute information",4,NA,6877.81,350,152,31,22,531.6
390,Bitmai I - II,Africa,8.733253,-11.689276,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35099dams with location,catchment,and attribute information",5,NA,1604.2,304,214,141,22.3,733.6
392,Juale,Africa,8.6833,0.1167,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35100dams with location,catchment,and attribute information",8,NA,0.424414,128,186,136,25.1,209.8
397,"Awash I,II,III,IV",Africa,8.4667,39.1667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35101dams with location,catchment,and attribute information",5,NA,11529.5,1712,360,65,15.5,164.6
398,Halelie and Werabessa,Africa,8.59,37.21,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35102dams with location,catchment,and attribute information",5,NA,2423.66,1704,345,13,15.4,187.8
402,Manu River,Africa,8.094476,-12.746801,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35103dams with location,catchment,and attribute information",5,NA,662.722,12,23,6,23.8,921.6
403,Bui Dam,Africa,8.1822,-2.1661,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35104dams with location,catchment,and attribute information",4,NA,131572,153,256,13,25.4,19.5
404,Bui,Africa,8.182222222,-2.166111111,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35105dams with location,catchment,and attribute information",4,NA,131572,153,256,13,25.4,19.5
419,Baro 1,Africa,8.15,35.17,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35106dams with location,catchment,and attribute information",6,NA,157.514,1748,332,253,16.8,137.7
420,Baro 2 + Genji,Africa,8.23,34.96,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35107dams with location,catchment,and attribute information",5,NA,4756.41,1008,672,92,21.1,222.8
421,Geba (1 and 2),Africa,8.31,36.1,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35108dams with location,catchment,and attribute information",6,NA,136.801,2210,377,239,13.9,229.8
422,Manu River,Africa,7.397847,-11.071099,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35109dams with location,catchment,and attribute information",4,NA,5636.28,158,210,0,22.7,571
424,Kokumbo,Africa,7.6747,-5.1633,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35110dams with location,catchment,and attribute information",7,NA,19.997,296,162,40,22.5,53.4
427,Missouli,Africa,7.73742,-6.240256,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35111dams with location,catchment,and attribute information",6,NA,175.053,299,108,38,22.7,121.5
428,Gozoguezia,Africa,7.7814,-9.3325,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35112dams with location,catchment,and attribute information",7,NA,7.01832,435,107,47,20,336.8
429,Gozoguezia,Africa,7.7814,-9.3325,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35113dams with location,catchment,and attribute information",7,NA,7.01832,435,107,47,20,336.8
433,Dieguoro,Africa,7.4307,1.4735,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35114dams with location,catchment,and attribute information",5,NA,15721.6,138,83,35,24.5,66.2
434,Bini Warak,Africa,7.5,13.8833,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35115dams with location,catchment,and attribute information",5,NA,1392.87,1083,145,133,19.1,238.8
436,Makurdi,Africa,7.7333,8.5333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35116dams with location,catchment,and attribute information",3,NA,304538,107,141,0,25.9,210.2
437,Lokoja,Africa,7.8,6.7333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35117dams with location,catchment,and attribute information",5,NA,1166.59,141,290,36,26.3,10.9
440,Mano 1,Africa,6.9167,-10.55,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35118dams with location,catchment,and attribute information",5,NA,280.363,169,76,6,22.5,702.2
441,Mano 2,Africa,6.9167,-10.55,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35119dams with location,catchment,and attribute information",5,NA,280.363,169,76,6,22.5,702.2
442,Sp-B1,Africa,6.950901,-10.28149,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35120dams with location,catchment,and attribute information",7,NA,23.4376,180,57,24,23,706.4
443,Sp2,Africa,6.950901,-10.28149,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35121dams with location,catchment,and attribute information",7,NA,23.4376,180,57,24,23,706.4
446,Tayaboui,Africa,7.1,-7.06667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35122dams with location,catchment,and attribute information",4,NA,34832.2,259,90,6,22.3,125.7
447,Via Storage,Africa,7.205,-9.813,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35123dams with location,catchment,and attribute information",4,NA,3676.96,241,101,15,22.4,531.3
448,Téttétou,Africa,7.01632,1.53457,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35124dams with location,catchment,and attribute information",7,NA,20571.2,107,132,37,24.5,12.7
449,Katsina Ali,Africa,7.163306,9.279301,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35125dams with location,catchment,and attribute information",4,NA,16875.8,137,109,8,24.8,385.9
453,Gojeb,Africa,7.2348,36.9127,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35126dams with location,catchment,and attribute information",5,NA,5202,1340,587,27,16.9,169.4
455,Mount Cofee,Africa,6.508333333,-10.65,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35127dams with location,catchment,and attribute information",4,NA,20117.8,53,40,35,23,764.5
456,Awisam,Africa,6.52776,-0.976729,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35128dams with location,catchment,and attribute information",6,NA,395.53,206,129,12,22.9,134.4
458,Akosombo (saddle),Africa,6.297222222,0.059444444,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35129dams with location,catchment,and attribute information",3,NA,404377,193,480,90,24.2,31.7
462,Mambilla,Africa,6.6865,11.2558,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35130dams with location,catchment,and attribute information",5,NA,1714.61,1493,357,20,19.2,233.7
463,Malamasso,Africa,5.766667,-3.433333,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35131dams with location,catchment,and attribute information",4,NA,76076.2,95,164,5,24.1,127.2
464,Jomuro,Africa,5.77244,-2.67965,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35132dams with location,catchment,and attribute information",7,NA,11.3187,103,157,40,24.5,123.9
465,Soubre,Africa,5.7833,-6.6,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35133dams with location,catchment,and attribute information",4,NA,62977.2,122,65,6,23.7,27.2
466,Ndieliesso,Africa,5.941111,-3.424722,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35134dams with location,catchment,and attribute information",7,NA,17.9348,135,124,59,23.9,65.3
467,Daboite,Africa,5.938056,-4.842222,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35135dams with location,catchment,and attribute information",4,NA,60655.4,65,99,24,24.8,58.7
468,Sedukrom,Africa,5.98333,-2.56667,"AQUASTAT, GRAND",,unrecord,"Global Dam Tracker:A database of more than 35136dams with location,catchment,and attribute information",7,NA,13.4501,168,304,90,24.2,137.8
